L-BFGS_2300	5.136700e-05	3.509756e-08	5.910980e-08	9.453229e-06
L-BFGS_2400	4.542668e-05	2.861752e-08	8.251488e-08	8.347956e-06
L-BFGS_2500	4.086114e-05	3.462054e-08	1.294391e-07	7.220940e-06
L-BFGS_2600	3.750237e-05	2.318735e-08	9.074314e-08	6.855240e-06
L-BFGS_2700	3.319767e-05	1.563431e-08	1.693437e-07	5.988160e-06
L-BFGS_2800	2.919326e-05	8.967429e-09	1.371504e-07	5.385002e-06
L-BFGS_2900	2.635659e-05	7.903439e-09	1.049972e-07	4.903254e-06
L-BFGS_3000	2.474666e-05	8.312452e-09	9.995196e-08	4.583178e-06
L-BFGS_3100	2.283843e-05	1.178844e-08	1.124163e-07	4.107086e-06
L-BFGS_3200	1.974248e-05	1.376556e-08	1.072329e-07	3.458719e-06
L-BFGS_3300	1.770609e-05	1.303654e-08	7.608939e-08	3.128309e-06
L-BFGS_3400	1.642748e-05	1.139826e-08	8.901350e-08	2.879503e-06
L-BFGS_3500	1.536046e-05	1.002210e-08	6.519388e-08	2.741262e-06
L-BFGS_3600	1.455524e-05	8.981976e-09	5.229570e-08	2.626816e-06
L-BFGS_0	5.086789e-02	1.174740e-05	1.125216e-03	7.688198e-03
L-BFGS_100	2.668693e-02	9.682132e-06	2.718708e-04	4.600002e-03
L-BFGS_200	8.877194e-03	9.231760e-06	6.946403e-05	1.451876e-03
L-BFGS_300	3.727267e-03	2.579718e-06	1.605480e-05	6.617494e-04
L-BFGS_400	1.357877e-03	1.498941e-06	1.058855e-05	2.204195e-04
L-BFGS_500	6.165514e-04	6.851320e-07	3.203092e-06	1.032015e-04
L-BFGS_600	4.053199e-04	2.703094e-07	8.927981e-07	7.387220e-05
L-BFGS_700	3.468476e-04	1.873450e-07	1.477167e-06	6.266828e-05
L-BFGS_800	2.773037e-04	1.373136e-07	1.185350e-06	5.034376e-05
L-BFGS_900	2.237109e-04	1.320414e-07	1.546923e-06	3.900751e-05
L-BFGS_1000	1.854647e-04	1.154350e-07	1.036839e-06	3.271057e-05
L-BFGS_1100	1.430568e-04	6.930139e-08	4.651129e-07	2.629511e-05
L-BFGS_1200	1.216366e-04	4.677455e-08	5.553758e-07	2.228108e-05
L-BFGS_1300	1.101044e-04	5.584815e-08	4.996570e-07	1.990461e-05
L-BFGS_1400	9.491295e-05	5.623385e-08	3.216733e-07	1.721456e-05
L-BFGS_1500	7.969795e-05	5.479734e-08	2.490458e-07	1.434555e-05
L-BFGS_1600	7.077552e-05	5.419890e-08	1.328774e-07	1.280537e-05
L-BFGS_1700	6.106505e-05	6.287164e-08	1.461397e-07	1.066330e-05
L-BFGS_1800	5.281149e-05	5.994205e-08	1.918514e-07	8.979755e-06
L-BFGS_1900	4.620436e-05	4.169512e-08	1.030995e-07	8.200771e-06
L-BFGS_2000	4.241726e-05	3.943429e-08	1.016513e-07	7.491465e-06
L-BFGS_2100	3.889985e-05	2.352045e-08	1.225065e-07	7.064547e-06
L-BFGS_2200	3.421973e-05	2.542339e-08	1.516089e-07	6.032260e-06
L-BFGS_2300	3.071938e-05	2.848233e-08	1.243982e-07	5.325433e-06
L-BFGS_2400	2.845280e-05	2.635762e-08	1.679760e-07	4.827455e-06
L-BFGS_2500	2.635881e-05	3.046663e-08	1.430795e-07	4.376270e-06
